3.002231836859032277e-01,3.402711643274380360e-01,5.819960963105880403e+00,3.951014006585394611e+01,1.851843896266084144e+01,1.117189655587675219e+02,6.006929403843821547e+01
-2.363663011277390702e-01,1.343175896806003022e+00,1.239361251649035545e+01,2.262782881066399554e+01,3.169056140760654827e+01,1.513417034079540429e+02,1.452246944131610640e+01
-2.190413886049678571e-01,-1.233089301254888387e-01,1.270271353171772333e+01,9.271453613038501373e+01,9.412022987778989602e+01,1.265032347073735650e+02,3.943195638325410357e+01
2.258105896553878889e-01,1.257613177048871655e+00,1.396660596645831021e+01,2.984381658484667099e+01,1.802511429066686688e+01,4.760726726312622503e+01,7.186692116108474693e+01
-8.368553186498307872e-02,2.600961706790069772e-01,3.484402492548375641e+00,1.007150725972623118e+00,1.210993736916499763e+01,8.837187776352901381e+01,5.269252537065182196e+01
3.367889731987956381e-01,1.307220047416361774e+00,6.362557451360475014e+00,3.014846731004915270e+01,8.807501588319330210e+01,9.214987611790530764e+01,8.229825081119029662e+00
3.428073919698080840e-01,1.589753671554140491e+00,3.152964321938905634e+00,1.356647571526608544e+02,5.932529764926038496e+01,8.655888054811431687e+01,3.501045430212500253e+00
9.565272162912741294e-02,5.976708169636270052e-01,1.692008339394455163e+01,6.848513973717378178e+01,2.825682838058990853e+01,9.751514309619901155e+01,3.781920709279799553e+01
-1.065155466698507053e-01,8.280461912044455586e-01,5.840526189061258755e+00,2.818103610467578513e+00,3.510581019445715611e+01,1.056027672371310331e+02,3.241004222968259540e+01
3.212636067942092975e-03,1.344108593414810482e+00,1.174814240821307187e+01,7.883104500719801422e+01,9.222951378042476733e+01,1.097013847715341086e+02,8.392336092117149349e+01
-9.808814790978463705e-02,1.517797387397852082e+00,8.310928854566205004e+00,3.087442754190103855e+01,8.267721795600179746e+01,4.192341100075907434e+01,3.980647032849203981e+01
2.152507315880110572e-01,1.620034814132104373e+00,1.720741890498611681e+01,1.109475747428606418e+01,4.181883525168386484e+01,1.540353436425062483e+01,2.272642220867333052e+01
3.884516256041785354e-02,-1.540778784223852949e-01,6.112740921187050702e+00,1.298088597001683695e+02,3.970674459750025420e+00,1.188828827431006658e+02,5.487032443136712345e+01
-2.683100133497712814e-01,6.349339362231753991e-02,1.163237875460881554e+01,9.243206714799091728e+00,9.570058885409390825e+01,1.620844141569729686e+02,3.553740450795379502e+01
2.400099401007284583e-01,3.875478074262394546e-01,1.572226580058631917e+01,9.951767790240384670e+01,3.155004534576398356e+01,1.452198744076005710e+02,4.020071445547388578e+01
-1.152507681934691469e-01,1.030097190099081850e+00,1.651020265022185640e+01,1.352459893922803928e+02,1.799025892569488505e+01,4.155521851339910455e+01,6.669436298358429838e+01
7.699378959175730286e-02,4.568499806116228523e-01,7.686884222458155058e+00,6.344102467553579316e+01,1.861429317129166350e+01,1.275214348436017104e+02,3.266260883905874124e+01
-2.063564018974164416e-01,1.443710771636547152e+00,1.653738035134075135e+00,1.953961372434871180e+01,8.901501514166980655e+01,1.526161201031332837e+02,2.305584716829527281e+01
2.459705203313695687e-01,1.165037185398160702e+00,4.441184262082011003e+00,1.331345805764167665e+02,8.201881361999811304e+01,1.353082839665848951e+02,1.019580108029441732e+02
3.047832300718210097e-01,1.529746947296782178e+00,9.834472376966559182e+00,1.624920613378989742e+01,7.619011234822333734e+01,1.575415038868857778e+02,4.538085032115630213e+01
-2.824065704050535142e-01,2.638220429765609221e-01,7.702335817969029996e+00,3.287693628457869011e+01,3.276336088544310599e+01,1.259466093557745410e+02,9.077666754281804629e+01
2.799983791229763708e-01,1.601417420505432565e+00,3.508034876747069042e+00,5.540784505183873421e+01,9.553446670852719080e+01,1.426645607283342940e+02,9.860522219321704540e+01
3.381504262298956620e-01,6.861381655521203715e-02,4.571739864687234700e+00,1.075203317390832183e+02,9.496934336849754743e+01,1.273398007267574883e+02,4.193730282265227771e+01
2.483314498916267266e-01,1.472189325508053148e+00,1.300780058609609391e+01,1.037121271677102499e+02,2.095437142172623979e+01,7.685786638262131021e+01,8.256881862936174343e+01
-3.699048624094860571e-01,1.004597440433079081e+00,9.796326610386920208e+00,1.042233718696252680e+02,1.743244568362773350e+01,1.006169393946532722e+02,1.400423221911917615e+01
-3.120453626923258561e-01,1.376382436196691428e+00,6.651298316350927387e+00,1.327997923326753380e+02,4.436916781753618011e+01,1.494949343812453151e+02,2.798130468703577289e+00
-5.587461026451441548e-02,8.897196365681081520e-01,1.237360340570912776e+01,1.486499497350634158e+02,9.369371989963885028e+01,1.287261574107650688e+02,6.090899689242884563e+01
-1.560315673046775431e-01,1.655325416278629058e+00,1.282579622139942543e+01,7.928075397764079923e+01,1.185959970229574001e+00,3.147745286843463219e+01,6.394579307161345838e+01
-7.682538999171585614e-02,9.676882837297932083e-01,-1.998127077943664953e-01,1.333975031844814794e+02,8.721495420957133149e+01,1.110933336550158224e+01,9.260302853190486871e+01
3.044878686140179980e-01,1.031703993445325596e+00,1.646999855584300931e+01,7.079713511866381737e+01,2.698572083918141828e+01,1.377067525557901320e+02,3.771660640241955775e+01
-5.265197499158926972e-03,-9.355883118578958713e-02,7.017932580851220514e+00,-2.055387282750341882e+00,1.022001201857805768e+02,1.359989288781605978e+02,6.853473666900410421e+01
1.480824749114104943e-01,-9.141186006343958448e-02,8.686296439968039351e+00,4.142753055183499811e+01,7.333744818941508470e+01,2.469567570738938045e+01,3.283947252516821180e+01
1.534829181642436147e-01,1.435505173498495157e+00,4.010079297899380002e+00,1.317765313438841019e+02,8.224701376914245543e+01,2.982121923838426270e+01,1.011928873942168252e+02
2.424449437328245749e-01,2.028461011371159584e-01,1.532593914184082173e+01,1.450705435058468709e+02,2.318072330763058631e+01,1.194996726870567585e+02,1.145179562445419563e+01
9.045237724852583927e-02,1.451208725092078433e+00,2.148763356710464478e+00,2.909715482916455898e+01,4.815031626303083101e+01,1.417021636131005096e+02,7.950383534991289025e+01
-2.732431269228308701e-01,1.321580123381594848e-02,5.355800013880691601e+00,1.322196367163644481e+02,9.206677645368581864e+01,6.606664879847294003e+01,9.721138874969831534e+01
-1.399011082005274884e-03,9.976281821571367781e-01,5.580960406634778437e+00,4.419018113083918564e+00,2.400448251717908210e+00,2.980677918995153775e+01,8.387066427422881532e+01
1.384992900665975649e-02,3.689671669872321424e-01,2.686348883954644773e+00,8.263878136683061371e+00,9.301121060983223288e+01,1.593609080536023441e+02,5.004285403826543188e+01
4.644943752267189502e-02,1.599637157018359179e+00,1.298072919988239526e+01,6.652737231987798339e+01,8.841308735216301784e+01,2.147754376827587919e+01,1.150807856502924942e+01
-2.405364280631476503e-01,4.632810826401544957e-01,-4.700699341980587587e-01,1.449793579717948262e+02,2.256435183139898726e+01,1.652679198124704953e+02,8.519663891546385059e+01
7.493329419654667922e-02,9.793129349257229110e-01,4.247049414328595951e+00,5.770841930716687784e+01,5.255306792251396786e+01,1.410853525656102079e+02,4.221522502118775577e+01
1.127136251512978471e-01,1.629468775716157003e+00,2.449714893606568911e+00,1.056512951373526192e+02,5.456077319937212167e+01,1.101580461417279224e+02,9.887988305295996838e+01
4.674971987757223224e-02,7.619957147195607350e-01,4.095757161726633733e+00,2.032374061836042856e+01,7.560145578707899006e+01,8.988004839907857502e+01,1.948391609754793308e+01
-3.108119826638243710e-01,8.415572097842574095e-01,1.228415389366587090e-01,8.422414842845758187e+01,5.109541924209155184e+01,9.173931266995710132e+01,9.317209400812762965e+01
1.953153937419641051e-01,1.571591998966228143e+00,4.788760200847167248e+00,7.551827916727789614e+01,9.761077271549706325e+01,1.290665200172601317e+02,3.057444832413500180e+01
2.692567132351731951e-01,-7.851874340957101794e-02,1.238281194352001080e+01,8.738471926750656849e+01,1.414553665966077745e+01,1.501833241052828782e+02,3.623337263696946309e+01
-3.314317179857141915e-01,1.939908300162351551e-01,2.660949728005262305e+00,5.282289689681094558e+01,9.457528448095801821e+01,1.798042081307695739e+01,2.050352865837909278e+01
